Matricula,Nombre,Calificacion 1,Calificacion 2,Calificacion 3
16660,Luis María  Fernández López,99.0,68.0,101.0
15934,Leticia Ana  González Rodríguez,84.0,44.0,52.0
16262,Pedro Luis  Pérez Rodríguez,98.0,68.0,72.0
15993,Isabel Pedro  López Martínez,41.0,74.0,58.0
19966,Pedro Luis  Fernández Fernández,63.0,89.0,45.0
16268,Isabel Angel  López Rodríguez,50.0,50.0,90.0
13444,Isabel María  Fernández Pérez,40.0,78.0,93.0
15121,Andrés Luis  Rodríguez López,52.0,91.0,64.0
10131,Ana Angel  López Martínez,74.0,51.0,99.0
10960,Luis Betsua  Martínez Pérez,100.0,74.0,43.0
11673,Leticia Angel  González Fernández,67.0,96.0,55.0
18251,Pedro Juan  González Rodríguez,88.0,88.0,100.0
16835,Laura Carlos  González López,81.0,87.0,54.0
11806,María Lucia  López Rodríguez,52.0,41.0,46.0
16793,Sofía Juan  González González,80.0,79.0,58.0
15506,Sofía Angel  Gómez Pérez,77.0,87.0,61.0
13598,Laura Ana  Rodríguez Pérez,84.0,98.0,59.0
15573,Sofía Angel  González González,94.0,64.0,78.0
15473,María Angel  González González,97.0,84.0,93.0
15698,Leticia Luis  López Gómez,70.0,99.0,78.0
16053,Andrés Luis  González Gómez,97.0,64.0,54.0
12406,Pedro Betsua  Gómez Fernández,74.0,73.0,62.0
15120,Pedro Laura  López Martínez,42.0,63.0,42.0
15562,Isabel Angel  Fernández Gómez,94.0,54.0,47.0
11377,María Carlos  González López,71.0,75.0,57.0
14170,Ana Betsua  Fernández Pérez,69.0,96.0,68.0
15612,Isabel Betsua  González López,71.0,99.0,99.0
14492,María Juan  Pérez González,95.0,49.0,82.0
14615,Luis Luis  Rodríguez Martínez,74.0,41.0,67.0
12488,Isabel María  Fernández González,52.0,53.0,43.0
16760,Luis Angel  Gómez Rodríguez,84.0,74.0,67.0
19580,Sofía Luis  Gómez González,88.0,44.0,42.0
16490,Leticia Carlos  Rodríguez González,74.0,50.0,62.0
13616,Laura Luis  Pérez Gómez,88.0,57.0,67.0
19977,Leticia Luis  López López,55.0,58.0,93.0
11713,Isabel Juan  López López,49.0,76.0,62.0
13766,Pedro Ana  Rodríguez Rodríguez,50.0,76.0,60.0
14408,Ana Laura  Martínez Fernández,61.0,90.0,65.0
17338,Pedro Lucia  Fernández Fernández,93.0,95.0,70.0
12119,Ana Pedro  Pérez Rodríguez,88.0,88.0,53.0
14663,Andrés Luis  Martínez Martínez,45.0,77.0,65.0
12268,Sofía Lucia  Fernández González,48.0,60.0,47.0
14522,María María  Martínez López,67.0,55.0,81.0
10774,Laura Luis  López Martínez,94.0,43.0,94.0
10154,Laura Lucia  Fernández Rodríguez,94.0,60.0,53.0
13915,Isabel María  Fernández González,74.0,65.0,99.0
15927,Laura Carlos  Fernández Gómez,73.0,61.0,78.0
15463,Ana Laura  López Pérez,88.0,60.0,70.0
11911,Isabel Ana  Martínez Martínez,67.0,97.0,92.0
17393,Isabel Angel  Martínez Martínez,68.0,59.0,59.0
10975,María Luis  Pérez Gómez,48.0,84.0,43.0
14480,Isabel Carlos  Rodríguez Pérez,78.0,87.0,43.0
12515,Andrés Betsua  Martínez González,91.0,46.0,86.0
17982,María Lucia  González Pérez,62.0,58.0,100.0
13544,Carlos Betsua  López Gómez,69.0,63.0,56.0
13734,Sofía Lucia  Pérez Fernández,42.0,83.0,72.0
15463,Laura Pedro  Pérez Pérez,74.0,92.0,90.0
11501,Carlos Pedro  Pérez Fernández,82.0,64.0,94.0
11743,Carlos Luis  González Rodríguez,79.0,92.0,55.0
14303,Sofía Luis  Rodríguez Gómez,54.0,76.0,100.0
18037,María Angel  Martínez Gómez,85.0,95.0,65.0
17671,Luis Ana  González González,67.0,56.0,59.0
14998,Isabel Juan  Rodríguez González,70.0,50.0,75.0
16891,Leticia Juan  Pérez Rodríguez,75.0,74.0,40.0
15954,Pedro María  López Pérez,86.0,66.0,60.0
19498,Pedro Angel  Rodríguez Gómez,96.0,41.0,93.0
18900,Pedro Ana  López González,97.0,65.0,92.0
13038,Andrés Angel  Martínez Rodríguez,58.0,78.0,78.0
11490,Laura Lucia  López González,98.0,60.0,77.0
11923,Isabel Pedro  González Martínez,63.0,42.0,44.0
12063,Andrés Betsua  Fernández Fernández,92.0,89.0,55.0
16608,Isabel Ana  Pérez López,40.0,69.0,86.0
14458,Leticia Juan  Fernández Pérez,84.0,70.0,91.0
11407,Carlos Carlos  Pérez Pérez,78.0,48.0,51.0
18901,Pedro Luis  González Pérez,95.0,87.0,58.0
19698,Sofía Ana  González Rodríguez,46.0,82.0,41.0
14746,Ana Angel  Martínez López,46.0,44.0,72.0
18549,Ana Laura  Rodríguez Martínez,52.0,100.0,92.0
12727,Isabel Laura  Pérez Martínez,48.0,93.0,80.0
17749,Isabel Carlos  Martínez Rodríguez,67.0,54.0,58.0
16795,Isabel Pedro  Gómez Rodríguez,61.0,68.0,86.0
14028,Luis Angel  Pérez Pérez,75.0,100.0,80.0
16125,Sofía Luis  Rodríguez Rodríguez,58.0,79.0,60.0
14483,Isabel María  López Rodríguez,78.0,76.0,82.0
14438,Carlos Carlos  González Martínez,88.0,70.0,45.0
15395,Ana Carlos  Pérez Rodríguez,69.0,56.0,73.0
12863,Isabel Carlos  Gómez Rodríguez,91.0,78.0,84.0
14247,Ana Ana  López Gómez,52.0,51.0,87.0
13559,Ana María  López Rodríguez,45.0,96.0,76.0
11611,Laura Laura  Fernández Fernández,57.0,64.0,67.0
14774,Laura Pedro  Pérez Rodríguez,95.0,58.0,95.0
16334,Sofía Ana  Pérez Fernández,65.0,85.0,65.0
16559,María Laura  Rodríguez Gómez,40.0,69.0,81.0
15551,Andrés Lucia  Martínez López,77.0,56.0,85.0
17617,María Laura  Fernández Fernández,63.0,67.0,71.0
11561,María Lucia  González López,80.0,45.0,50.0
11135,Carlos Angel  Rodríguez Pérez,54.0,80.0,59.0
19153,Pedro Luis  González González,78.0,72.0,99.0
13988,María Lucia  Fernández Gómez,76.0,64.0,62.0
12707,Laura Betsua  Rodríguez Pérez,77.0,52.0,72.0
17496,Andrés Carlos  Rodríguez López,80.0,75.0,92.0
13103,Luis Laura  López Gómez,83.0,58.0,92.0
19535,María Ana  Pérez Fernández,75.0,76.0,91.0
15900,Laura María  Gómez Fernández,100.0,44.0,93.0
14355,Isabel Angel  Rodríguez Gómez,54.0,42.0,46.0
10589,Leticia Carlos  Rodríguez Rodríguez,59.0,75.0,74.0
12236,Carlos Luis  Pérez González,66.0,98.0,68.0
10124,Andrés Lucia  Rodríguez Fernández,98.0,86.0,93.0
16028,Sofía Betsua  Rodríguez Gómez,67.0,41.0,74.0
17279,Sofía Laura  Gómez Fernández,90.0,96.0,82.0
14681,Sofía Angel  González Pérez,51.0,55.0,77.0
19266,Sofía Juan  Rodríguez Fernández,76.0,69.0,78.0
15096,Carlos Laura  Rodríguez Rodríguez,51.0,83.0,55.0
15390,Carlos Betsua  López Martínez,79.0,87.0,61.0
12931,Isabel Luis  Rodríguez Fernández,82.0,96.0,101.0
10243,Pedro Lucia  Gómez López,51.0,95.0,89.0
19484,Luis Juan  López López,48.0,98.0,93.0
14861,Carlos Juan  López Martínez,81.0,62.0,69.0
12678,Pedro Carlos  Pérez Rodríguez,85.0,60.0,43.0
10428,Pedro Juan  Fernández Fernández,83.0,41.0,66.0
17213,Laura Ana  López Fernández,58.0,82.0,86.0
17266,Laura Laura  Gómez Pérez,65.0,76.0,97.0
11971,Laura Luis  Martínez Rodríguez,100.0,87.0,81.0
17166,Pedro Lucia  González Martínez,97.0,83.0,94.0
17746,Laura Juan  López Fernández,97.0,44.0,40.0
11348,Pedro Pedro  Martínez López,53.0,56.0,71.0
10577,Laura Angel  Fernández Pérez,77.0,55.0,66.0
17618,Isabel Pedro  Rodríguez Pérez,42.0,92.0,85.0
17157,Isabel Carlos  Fernández González,67.0,82.0,63.0
13689,Leticia Ana  Martínez González,73.0,91.0,73.0
14515,Pedro Pedro  Martínez Rodríguez,70.0,40.0,81.0
12095,Laura Pedro  López Fernández,54.0,52.0,65.0
19695,María Pedro  Martínez Pérez,67.0,74.0,99.0
17833,Isabel Angel  Pérez González,64.0,70.0,60.0
17313,Isabel Pedro  López Martínez,75.0,78.0,50.0
11410,Isabel Betsua  Pérez Martínez,55.0,75.0,95.0
15791,Leticia Juan  Rodríguez Fernández,89.0,43.0,86.0
16785,Ana Juan  López Fernández,46.0,95.0,93.0
18851,Andrés Lucia  Martínez Pérez,61.0,90.0,80.0
15072,Carlos Juan  Rodríguez Fernández,73.0,94.0,93.0
18132,Sofía Laura  Martínez López,48.0,60.0,56.0
17751,Ana Carlos  Fernández Gómez,96.0,81.0,98.0
17390,Andrés Ana  Fernández López,47.0,64.0,96.0
15133,Andrés Angel  López González,73.0,60.0,57.0
19300,Isabel Angel  López Fernández,66.0,69.0,67.0
15064,Luis Carlos  Fernández González,68.0,70.0,59.0
11360,Luis María  Rodríguez Pérez,55.0,94.0,48.0
11880,Luis Betsua  Rodríguez Martínez,54.0,49.0,46.0
11743,Luis Lucia  Rodríguez González,71.0,62.0,62.0
11244,Pedro Angel  López González,57.0,90.0,83.0
14034,Leticia Luis  González Fernández,85.0,55.0,60.0
16956,Pedro Carlos  López Pérez,52.0,62.0,45.0
17229,Carlos Laura  Pérez Pérez,78.0,83.0,64.0
11119,Laura Lucia  Pérez López,57.0,62.0,57.0
19677,Luis Angel  Martínez Martínez,97.0,45.0,45.0
17624,Carlos Angel  Gómez López,59.0,91.0,97.0
10371,María Carlos  González Pérez,47.0,82.0,89.0
18867,María Angel  Rodríguez Gómez,74.0,98.0,42.0
12920,Leticia María  González Gómez,79.0,48.0,41.0
12321,Laura María  Rodríguez López,83.0,61.0,48.0
16736,Luis Betsua  Pérez Martínez,56.0,78.0,77.0
19192,María Juan  González Rodríguez,62.0,90.0,72.0
15422,Carlos Betsua  Martínez Rodríguez,88.0,75.0,83.0
12730,Leticia Pedro  López Martínez,50.0,42.0,96.0
15497,Isabel Ana  Rodríguez Pérez,59.0,80.0,81.0
12578,Laura Betsua  Rodríguez Gómez,59.0,63.0,65.0
13986,María Ana  Fernández González,91.0,93.0,46.0
17878,Andrés Laura  López Gómez,48.0,90.0,40.0
16423,Laura Carlos  Gómez Fernández,61.0,49.0,61.0
12775,Luis María  Pérez Rodríguez,81.0,47.0,85.0
11586,Pedro Angel  López Rodríguez,89.0,64.0,61.0
15988,Sofía Lucia  González Martínez,52.0,81.0,78.0
12610,Ana Carlos  López Gómez,73.0,54.0,81.0
17464,Leticia Pedro  Martínez Martínez,84.0,100.0,55.0
11587,Carlos Betsua  González González,69.0,89.0,51.0
12495,Leticia Betsua  López Fernández,88.0,42.0,40.0
15440,María Betsua  Martínez Rodríguez,89.0,60.0,84.0
10612,Ana Angel  González González,94.0,86.0,62.0
11877,Pedro Betsua  González Pérez,77.0,88.0,62.0
14898,Luis María  Fernández Gómez,58.0,42.0,51.0
15110,Isabel Lucia  Fernández Fernández,41.0,94.0,48.0
14495,María Pedro  Rodríguez Gómez,76.0,73.0,70.0
12851,Carlos Pedro  Pérez López,67.0,45.0,83.0
19589,María Betsua  Fernández González,90.0,50.0,100.0
13397,Sofía Angel  Gómez Fernández,61.0,97.0,41.0
16434,Ana Lucia  Martínez Rodríguez,78.0,82.0,100.0
17736,Carlos Laura  Gómez Pérez,40.0,77.0,53.0
19125,Andrés Juan  Fernández Gómez,54.0,66.0,63.0
10325,Ana Pedro  González Rodríguez,64.0,42.0,57.0
14415,Luis Carlos  López Pérez,61.0,56.0,65.0
16553,Leticia Luis  Rodríguez Gómez,91.0,77.0,66.0
19331,Carlos Betsua  Pérez Pérez,68.0,49.0,40.0
11837,Sofía Lucia  Martínez Rodríguez,58.0,89.0,92.0
14866,Pedro Angel  López Fernández,97.0,73.0,62.0
16057,Sofía Lucia  Pérez Pérez,79.0,51.0,42.0
18842,Isabel Lucia  Pérez Rodríguez,95.0,97.0,43.0
19047,Ana Betsua  López González,58.0,47.0,71.0
16257,Andrés Carlos  González Pérez,55.0,53.0,42.0
14728,Ana Betsua  López González,90.0,49.0,81.0
14839,María Angel  Gómez Martínez,93.0,57.0,48.0
11305,Andrés Luis  Martínez González,64.0,55.0,81.0
17356,Pedro Ana  Fernández González,57.0,85.0,48.0
13692,Pedro Juan  López López,80.0,44.0,60.0
14740,María Lucia  Gómez González,81.0,42.0,66.0
17764,Carlos María  Gómez Gómez,97.0,77.0,61.0
10339,Leticia María  Pérez Gómez,64.0,85.0,45.0
13907,Leticia Betsua  González Rodríguez,82.0,100.0,97.0
10295,Isabel Carlos  Pérez López,45.0,48.0,71.0
11797,Carlos Juan  Gómez Fernández,80.0,56.0,90.0
10364,Luis Luis  González González,47.0,51.0,72.0
15493,Carlos Lucia  González Martínez,83.0,92.0,90.0
16941,Leticia Carlos  Gómez López,42.0,63.0,83.0
12340,Luis Angel  González Martínez,57.0,71.0,67.0
14890,Laura Juan  Fernández López,91.0,50.0,49.0
10642,Carlos Betsua  López Rodríguez,68.0,89.0,70.0
11686,Luis Pedro  Martínez Fernández,81.0,89.0,51.0
11607,Andrés María  López Fernández,48.0,74.0,87.0
15049,Luis Luis  López Gómez,54.0,45.0,91.0
17677,Pedro María  Gómez Rodríguez,72.0,48.0,95.0
15034,Isabel Angel  Pérez Martínez,82.0,98.0,77.0
12296,María Luis  González Pérez,59.0,51.0,62.0
17020,María Luis  Gómez Pérez,45.0,75.0,96.0
14167,Ana Carlos  Fernández González,74.0,63.0,56.0
15925,Luis Lucia  Pérez González,65.0,41.0,89.0
14250,Luis Pedro  Rodríguez Rodríguez,56.0,64.0,55.0
16859,Andrés Angel  Martínez Pérez,53.0,95.0,82.0
16911,María Luis  González Pérez,50.0,58.0,59.0
19472,Ana Pedro  Gómez Gómez,45.0,62.0,69.0
18467,Luis Angel  Fernández López,77.0,60.0,42.0
15105,Ana Angel  González Martínez,60.0,90.0,43.0
19459,Ana Lucia  González Rodríguez,72.0,41.0,67.0
17904,Luis Carlos  Martínez Gómez,74.0,65.0,44.0
17158,Isabel Angel  López Martínez,100.0,43.0,99.0
13902,Andrés Luis  Gómez Fernández,82.0,101.0,47.0
12937,Laura Betsua  González Gómez,99.0,46.0,70.0
17449,Andrés Betsua  Fernández López,43.0,88.0,81.0
14697,Leticia Luis  Fernández Gómez,85.0,42.0,78.0
12197,Leticia Lucia  Fernández Pérez,90.0,61.0,56.0
11596,Andrés Ana  Gómez González,56.0,52.0,84.0
19231,María Pedro  López López,80.0,64.0,47.0
12982,Laura Ana  Martínez Pérez,71.0,96.0,71.0
12116,Andrés Betsua  González Rodríguez,48.0,61.0,72.0
14115,María Carlos  Gómez Fernández,41.0,79.0,76.0
14611,María Laura  González Martínez,97.0,88.0,64.0
14538,Carlos Juan  González Gómez,101.0,60.0,53.0
11738,Laura Luis  Martínez González,82.0,84.0,56.0
15190,Carlos Lucia  González Martínez,64.0,71.0,99.0
11826,Ana Juan  Fernández Pérez,71.0,50.0,41.0
10070,María Lucia  González López,78.0,92.0,64.0
13225,Leticia Laura  López López,65.0,62.0,46.0
11072,Ana Ana  Martínez Fernández,75.0,70.0,44.0
19449,Ana María  González Martínez,68.0,58.0,86.0
15209,Ana Angel  Rodríguez Rodríguez,65.0,68.0,66.0
18682,Sofía Ana  Gómez Fernández,63.0,85.0,53.0
10736,Ana Angel  González Rodríguez,63.0,83.0,91.0
14365,Sofía Betsua  Pérez Rodríguez,64.0,90.0,95.0
19873,Sofía María  Fernández Fernández,49.0,72.0,44.0
17965,Andrés Betsua  Rodríguez Martínez,58.0,78.0,66.0
17003,Leticia Ana  González Pérez,73.0,90.0,86.0
11968,Luis Laura  Gómez Pérez,95.0,91.0,68.0
12792,Laura Laura  Martínez González,97.0,79.0,50.0
14210,María Betsua  González González,55.0,95.0,82.0
13194,Luis Betsua  Pérez Fernández,99.0,84.0,58.0
13796,Leticia Carlos  Pérez Pérez,75.0,75.0,43.0
19797,Ana Ana  López López,68.0,53.0,90.0
15141,Andrés Angel  Fernández Pérez,79.0,69.0,78.0
12947,Ana Lucia  González Rodríguez,57.0,94.0,47.0
10612,Ana Carlos  Fernández Fernández,54.0,51.0,67.0
10858,Andrés María  Martínez Rodríguez,77.0,51.0,100.0
10018,Laura Angel  Fernández Gómez,73.0,46.0,67.0
13202,Leticia Laura  Rodríguez Gómez,40.0,60.0,90.0
11552,Laura Ana  Pérez Rodríguez,91.0,97.0,61.0
10813,Laura Lucia  Gómez Martínez,80.0,47.0,54.0
18112,Isabel Laura  Fernández Rodríguez,52.0,74.0,53.0
11499,María Angel  Gómez Gómez,55.0,49.0,64.0
15022,Ana Luis  Martínez Gómez,60.0,49.0,60.0
13219,Pedro Lucia  Rodríguez Pérez,98.0,84.0,61.0
18264,Isabel Laura  Pérez Rodríguez,73.0,92.0,85.0
15836,Isabel Pedro  Fernández Fernández,61.0,63.0,43.0
16989,María Betsua  Pérez Rodríguez,51.0,75.0,52.0
12618,Carlos Pedro  Pérez Martínez,62.0,68.0,77.0
13941,Ana Juan  López Gómez,41.0,79.0,50.0
18232,Pedro Betsua  González Martínez,71.0,77.0,98.0
19101,María Angel  Gómez Rodríguez,59.0,63.0,81.0
19529,Isabel Ana  Fernández González,99.0,59.0,64.0
12720,Carlos Ana  Martínez González,94.0,43.0,96.0
17438,María Juan  Gómez López,57.0,41.0,58.0
16302,Isabel Lucia  Gómez Rodríguez,76.0,79.0,88.0
13300,Sofía Angel  López Pérez,77.0,46.0,71.0
10879,Leticia Ana  López González,76.0,42.0,68.0
18684,Luis Betsua  Rodríguez López,93.0,71.0,79.0
17000,Luis Luis  Martínez López,82.0,100.0,76.0
19318,María Lucia  Pérez Fernández,58.0,59.0,54.0
18074,Laura Betsua  González González,45.0,58.0,86.0
12458,Leticia Lucia  Pérez Martínez,97.0,75.0,97.0
16668,Sofía Carlos  Gómez Martínez,48.0,83.0,88.0
19989,Carlos Angel  Gómez González,77.0,61.0,52.0
18441,Isabel Pedro  González López,63.0,94.0,87.0
18320,Ana María  Rodríguez Martínez,87.0,100.0,94.0
11259,Leticia María  Pérez Martínez,48.0,66.0,87.0
12823,Laura María  López Gómez,63.0,100.0,73.0
19409,Ana Luis  González Pérez,65.0,62.0,48.0
12773,Carlos María  Martínez Gómez,85.0,99.0,44.0
15179,Andrés Carlos  Martínez Pérez,60.0,50.0,73.0
12625,Leticia Ana  López González,69.0,54.0,64.0
16741,Carlos Angel  González López,66.0,76.0,92.0
15908,Leticia Angel  Martínez Fernández,46.0,73.0,65.0
16921,María Angel  Gómez Gómez,97.0,73.0,79.0
16834,Leticia Laura  Fernández Fernández,51.0,84.0,53.0
14756,Pedro Betsua  Martínez González,78.0,94.0,54.0
13386,Sofía María  Pérez Rodríguez,61.0,70.0,90.0
16637,Luis Juan  Martínez Rodríguez,83.0,85.0,99.0
16674,Andrés Betsua  Pérez López,71.0,51.0,97.0
19586,Andrés Betsua  Rodríguez López,47.0,48.0,53.0
16830,Pedro Carlos  Pérez Martínez,76.0,45.0,81.0
18202,Carlos María  López Rodríguez,65.0,54.0,87.0
13679,Luis Carlos  Pérez Rodríguez,59.0,88.0,56.0
17545,Laura Luis  López Pérez,54.0,41.0,78.0
11405,Ana Ana  Rodríguez Pérez,62.0,45.0,41.0
10168,Pedro Ana  Fernández González,56.0,51.0,44.0
19704,Luis Laura  Martínez González,91.0,61.0,59.0
17799,Carlos Ana  Pérez Pérez,87.0,76.0,58.0
18625,Luis Ana  González Rodríguez,68.0,44.0,60.0
10585,Luis María  López López,81.0,54.0,97.0
15319,Leticia Luis  Rodríguez Martínez,48.0,79.0,43.0
15517,Ana Carlos  Rodríguez López,65.0,74.0,94.0
15313,Isabel Luis  Pérez López,81.0,83.0,48.0
17925,Sofía Luis  López Gómez,52.0,86.0,95.0
19410,Ana Juan  Fernández López,72.0,46.0,83.0
14630,Laura Ana  Fernández Pérez,43.0,85.0,44.0
19413,Luis Laura  López Fernández,77.0,89.0,47.0
18686,Carlos María  López Pérez,64.0,48.0,98.0
11168,María Laura  Pérez López,59.0,79.0,58.0
11000,Carlos Pedro  Gómez López,81.0,97.0,47.0
11103,Carlos Pedro  Fernández López,82.0,62.0,100.0
14842,Andrés Lucia  Rodríguez Pérez,67.0,79.0,40.0
13020,Luis Luis  Rodríguez Rodríguez,81.0,75.0,81.0
14475,Isabel Pedro  Pérez López,74.0,83.0,47.0
13990,Laura Laura  Pérez Gómez,86.0,89.0,43.0
11435,Leticia Betsua  Fernández Martínez,66.0,78.0,54.0
11552,María Betsua  Fernández López,79.0,95.0,64.0
19359,Isabel Carlos  Pérez Gómez,71.0,64.0,53.0
13113,Carlos Juan  Gómez González,60.0,52.0,64.0
10557,Leticia María  Gómez López,89.0,85.0,85.0
14971,Sofía Juan  González Rodríguez,47.0,85.0,68.0
17155,Isabel Angel  Pérez González,52.0,40.0,72.0
14196,Leticia Carlos  Rodríguez Rodríguez,65.0,66.0,58.0
11383,Carlos Laura  Martínez Rodríguez,66.0,81.0,86.0
18363,Pedro Carlos  Gómez González,101.0,84.0,43.0
19965,Pedro Laura  Gómez Pérez,80.0,88.0,57.0
10535,Andrés Carlos  González Martínez,101.0,66.0,66.0
10309,Luis Luis  López Rodríguez,82.0,92.0,97.0
12125,Leticia María  López Pérez,87.0,53.0,97.0
13831,Ana Carlos  Fernández Martínez,48.0,88.0,70.0
11379,Pedro Carlos  López Rodríguez,60.0,49.0,45.0
16961,Ana María  Fernández González,97.0,95.0,80.0
12147,Luis Laura  Gómez Fernández,82.0,78.0,67.0
19709,Leticia Carlos  López López,51.0,41.0,68.0
19973,Pedro Ana  Pérez Fernández,83.0,66.0,94.0
15755,Ana Luis  Pérez Martínez,62.0,90.0,45.0
11253,Luis Lucia  López Pérez,69.0,47.0,89.0
13391,Pedro María  Fernández González,86.0,66.0,60.0
13751,Laura Juan  López Martínez,98.0,62.0,70.0
17751,María Juan  Gómez López,53.0,60.0,85.0
19281,Leticia Luis  Gómez González,63.0,46.0,74.0
11488,Leticia Lucia  Fernández Gómez,61.0,57.0,87.0
18563,Carlos Lucia  López López,61.0,57.0,58.0
13654,Leticia Ana  Gómez González,87.0,100.0,52.0
18335,Ana Pedro  Martínez González,46.0,83.0,82.0
17584,Andrés Luis  González López,77.0,75.0,87.0
12588,María Lucia  Fernández Martínez,85.0,62.0,52.0
17500,Luis Juan  González Pérez,91.0,63.0,75.0
19884,Carlos Angel  Fernández González,41.0,50.0,81.0
16137,Laura Laura  Rodríguez Pérez,53.0,98.0,81.0
14095,Pedro Luis  Fernández Rodríguez,63.0,95.0,62.0
12281,Isabel Lucia  Rodríguez López,72.0,56.0,65.0
11854,Isabel Pedro  Fernández Pérez,82.0,47.0,77.0
15006,Laura Ana  Gómez López,63.0,78.0,64.0
17963,Leticia María  Rodríguez Fernández,64.0,58.0,55.0
18258,Sofía Lucia  González Gómez,61.0,78.0,69.0
10966,Pedro Lucia  Gómez Fernández,54.0,43.0,52.0
16600,Ana Lucia  Pérez Gómez,47.0,70.0,52.0
13560,Leticia Laura  Rodríguez Fernández,57.0,82.0,85.0
17074,Isabel Luis  González Pérez,62.0,71.0,43.0
17430,Carlos Angel  Gómez Pérez,47.0,100.0,78.0
19627,Isabel Juan  Pérez Pérez,98.0,68.0,58.0
12063,Carlos Lucia  Pérez Rodríguez,53.0,100.0,53.0
16324,Isabel María  González Pérez,84.0,59.0,84.0
10640,María Angel  Fernández Gómez,91.0,72.0,99.0
19177,Luis Luis  Fernández Martínez,83.0,69.0,96.0
10052,Laura Ana  Gómez González,89.0,49.0,53.0
18249,Isabel Carlos  Pérez Gómez,40.0,93.0,55.0
14052,Carlos Laura  González López,65.0,95.0,60.0
18762,Andrés Carlos  Fernández Pérez,100.0,58.0,52.0
19488,Sofía Juan  González González,89.0,52.0,74.0
15994,Andrés Betsua  López Rodríguez,65.0,69.0,90.0
10507,Pedro Betsua  López Rodríguez,48.0,85.0,74.0
12155,Pedro Angel  Pérez Martínez,90.0,52.0,42.0
11461,Carlos Pedro  Gómez López,66.0,94.0,69.0
18596,Pedro Betsua  López Martínez,43.0,41.0,66.0
11734,Sofía Betsua  Gómez Martínez,55.0,40.0,40.0
13612,Isabel Angel  Pérez Fernández,86.0,90.0,85.0
12696,Isabel Pedro  Gómez Fernández,55.0,52.0,48.0
16363,Sofía Carlos  Pérez Martínez,44.0,92.0,61.0
16089,Sofía Pedro  Rodríguez Rodríguez,83.0,74.0,55.0
13385,Ana Luis  Martínez Fernández,51.0,69.0,97.0
11173,Leticia Carlos  Rodríguez González,76.0,70.0,80.0
16703,Luis Betsua  Pérez López,101.0,62.0,81.0
13261,Sofía Juan  Pérez Pérez,58.0,46.0,101.0
12356,Andrés Lucia  González González,46.0,71.0,93.0
13810,Pedro Ana  Rodríguez López,85.0,81.0,101.0
17711,Leticia Angel  Rodríguez Gómez,77.0,90.0,86.0
16726,Carlos Lucia  Gómez Gómez,88.0,72.0,57.0
14900,Laura Lucia  López González,41.0,90.0,63.0
15783,María María  Pérez Fernández,46.0,58.0,60.0
12581,Carlos Ana  González González,55.0,62.0,88.0
14520,María Juan  González Rodríguez,99.0,50.0,93.0
14865,Carlos Betsua  Fernández Rodríguez,90.0,49.0,54.0
16504,Laura Betsua  Martínez Pérez,52.0,43.0,57.0
16131,Isabel Carlos  González Fernández,43.0,41.0,78.0
13908,Laura Ana  López Pérez,69.0,60.0,72.0
13988,Carlos Ana  Martínez Gómez,42.0,53.0,76.0
13260,Carlos Betsua  Rodríguez Gómez,76.0,59.0,75.0
16768,Ana Laura  López Martínez,72.0,60.0,100.0
12241,Carlos Pedro  Fernández Martínez,71.0,97.0,101.0
16634,Pedro Lucia  Rodríguez Pérez,97.0,95.0,63.0
14617,Pedro Betsua  Rodríguez López,75.0,98.0,81.0
13378,Andrés Laura  Gómez Gómez,71.0,87.0,94.0
12762,Leticia Luis  López Fernández,59.0,57.0,81.0
10682,Carlos Angel  Rodríguez Rodríguez,83.0,42.0,96.0
15210,María María  Gómez Pérez,43.0,46.0,68.0
15577,Isabel María  Martínez González,46.0,59.0,73.0
19907,Andrés Ana  Martínez González,58.0,50.0,46.0
10569,Leticia Laura  Martínez Fernández,54.0,98.0,52.0
14755,Pedro Juan  González Gómez,65.0,100.0,84.0
13073,Sofía María  González Martínez,96.0,41.0,45.0
17982,Ana Angel  Martínez Pérez,88.0,68.0,85.0
12210,Luis Laura  Martínez Fernández,95.0,88.0,94.0
10743,Sofía Lucia  Pérez Fernández,55.0,96.0,47.0
12714,Carlos Betsua  González Martínez,98.0,91.0,69.0
19200,Sofía Ana  González González,60.0,67.0,91.0
13424,Ana Juan  Fernández Pérez,54.0,90.0,77.0
16053,Ana Ana  Fernández López,40.0,95.0,66.0
17548,Sofía Juan  Pérez Pérez,47.0,51.0,82.0
16942,Ana Juan  Martínez López,42.0,54.0,88.0
13734,Leticia Angel  Rodríguez Pérez,93.0,88.0,92.0
18666,Pedro María  Martínez Pérez,98.0,84.0,76.0
12097,Ana Ana  Pérez López,63.0,83.0,66.0
12965,Laura Pedro  Martínez Gómez,71.0,48.0,63.0
17903,Leticia Angel  Gómez González,67.0,64.0,92.0
18594,Andrés Betsua  González Pérez,57.0,97.0,96.0
12358,Leticia Angel  Rodríguez Gómez,80.0,100.0,74.0
10339,Sofía Angel  Rodríguez Fernández,48.0,63.0,88.0
19803,Ana Ana  López Martínez,71.0,71.0,57.0
10655,Sofía María  Martínez Pérez,91.0,84.0,59.0
16592,Ana Luis  Martínez González,98.0,69.0,91.0
12174,Laura Juan  Pérez Gómez,69.0,76.0,82.0
11016,Sofía Juan  Gómez Gómez,73.0,80.0,89.0
13317,Carlos Betsua  Pérez Rodríguez,95.0,48.0,92.0
